$p$,$r$,$N$,data,error
0.21,0.21,48,2.2483178571428573,0.011636893230920447
0.21,0.21,60,2.3556893239509584,0.013010446297862986
0.21,0.21,72,2.480490942774804,0.014859689606318343
0.21,0.21,84,2.5911098190677913,0.0192008246975178
0.21,0.21,96,2.678319614635498,0.020603353998677836
0.21,0.21,108,2.730189577219006,0.02711909198778412
0.21,0.21,120,2.9140561276508974,0.029890071440091672
0.21,0.21,132,2.9356192972238384,0.03730776608040797
0.21,0.21,144,3.022472588617914,0.04048108802648286
0.21,0.21,168,3.360995317496573,0.06159392026605413
0.21,0.21,204,3.531264325662419,0.08936051073112648
0.21,0.21,240,3.6330947688690656,0.10964404285753666
0.21,0.21,252,4.007766272189349,0.21052088027868035
0.21,0.21,300,4.303182374541,0.19800762746699418
0.21,0.21,360,4.433435936898809,0.2373840297795516
0.21,0.21,372,5.2331435421036865,0.38610357998110767
0.21,0.21,432,5.020288248337028,0.29337036757795165
0.21,0.21,516,5.710000000000001,0.4483048314744955
0.21,0.21,624,5.164342415790602,0.6133577734494136
0.21,0.212,36,2.0954599999999997,0.01327274292444431
0.21,0.212,48,2.253742857142857,0.013635548062803886
0.21,0.212,60,2.373292809897109,0.015887438446971564
0.21,0.212,72,2.466320280779024,0.016993522187685274
0.21,0.212,96,2.712863962234239,0.023591177930966146
0.21,0.212,120,2.903375661894489,0.03344602051856237
0.21,0.212,144,3.1092894310330124,0.04769790084924475
0.21,0.212,168,3.2683092608326243,0.08456050062788506
0.21,0.212,204,3.583703155818541,0.13288954249024118
0.21,0.212,240,3.729591836734693,0.18365365488028557
0.21,0.212,300,4.0633442012109935,0.2767654735358823
0.21,0.212,360,4.32549136390709,0.3348584706397409
0.21,0.214,36,2.0671800000000005,0.013136099958628382
0.21,0.214,48,2.238442857142857,0.01360263533339737
0.21,0.214,60,2.339608341499265,0.015709162299782895
0.21,0.214,72,2.47812951620673,0.016860811822408582
0.21,0.214,96,2.7016434447164928,0.023682913114958147
0.21,0.214,120,2.879204255736419,0.03351983693682679
0.21,0.214,144,3.0683954619124796,0.04747577154564008
0.21,0.214,168,3.1547153780798634,0.08566130274457265
0.21,0.214,204,3.3630424063116355,0.12494829788414852
0.21,0.214,240,3.5974325213956573,0.17838854061829537
0.21,0.214,300,4.078481602235677,0.2656565913473183
0.21,0.214,360,3.9207861822513417,0.3537009572379183
0.21,0.216,36,2.0866800000000003,0.013121428996854785
0.21,0.216,48,2.2384142857142857,0.013559994169565857
0.21,0.216,60,2.35296729544341,0.01569503021798781
0.21,0.216,72,2.452281329571262,0.017162871082047768
0.21,0.216,96,2.6636575011889883,0.02352733631189799
0.21,0.216,120,2.8525323592861347,0.03383552242860877
0.21,0.216,144,3.0860530580909327,0.046646028814141045
0.21,0.216,168,3.122259983007645,0.08914494719396364
0.21,0.216,204,3.3256903353057212,0.1271458870808246
0.21,0.216,240,3.6403884134298887,0.17232510421231467
0.21,0.216,300,4.036329762459245,0.24270174300752437
0.21,0.216,360,5.352293031566408,0.40249102580151186
0.21,0.218,36,2.07512,0.013107075390897288
0.21,0.218,48,2.2117571428571425,0.013450317343477451
0.21,0.218,60,2.35188020578148,0.015733755048971437
0.21,0.218,72,2.464241965453169,0.017144182691568328
0.21,0.218,96,2.6592538443923845,0.023369307567744683
0.21,0.218,120,2.850607962345558,0.03363093431101898
0.21,0.218,144,3.0775739998293936,0.047642876249810326
0.21,0.218,168,3.1854715378079845,0.08943794294136204
0.21,0.218,204,3.5633629191321505,0.12851558659544468
0.21,0.218,240,3.2743581303489124,0.1641127267942599
0.21,0.218,300,3.607359105728923,0.22430351247200164
0.21,0.218,360,4.472304943418701,0.39831834424905566
0.21,0.22,36,2.0628550000000003,0.011206109622715265
0.21,0.22,48,2.2180785714285713,0.01153147503750804
0.21,0.22,60,2.3302403514073564,0.012931600806232504
0.21,0.22,72,2.437335323178263,0.014576794828184867
0.21,0.22,84,2.559422456635794,0.019186376257095274
0.21,0.22,96,2.6462755210910793,0.020705363684070777
0.21,0.22,108,2.769572459744587,0.02812370675206278
0.21,0.22,120,2.8217908849918434,0.029872938522732127
0.21,0.22,132,2.910769753445932,0.03732189611643927
0.21,0.22,144,3.0361890630526487,0.04129825280441967
0.21,0.22,168,3.129668227501142,0.05679541854027952
0.21,0.22,204,3.389772623086092,0.08646149522403752
0.21,0.22,240,3.6549804653735767,0.11254422752187847
0.21,0.22,252,3.622041420118343,0.18374570590801015
0.21,0.22,300,4.00579355365157,0.18082681269555784
0.21,0.22,360,4.356547390021804,0.22655282232755405
0.21,0.22,372,5.005394066526821,0.41176491223360095
0.21,0.22,432,4.916962305986697,0.2727416521675293
0.21,0.22,516,5.188769230769229,0.397346759234668
0.21,0.22,624,4.998069083887578,0.4929550055253726
0.21,0.222,36,2.050980000000001,0.013077705785419681
0.21,0.222,48,2.2015071428571424,0.013492164612120916
0.21,0.222,60,2.3208675281724647,0.01547514229305657
0.21,0.222,72,2.421650264950795,0.016979124981421973
0.21,0.222,96,2.6540663366859856,0.023624579774145622
0.21,0.222,120,2.8092885859972543,0.03319136110072055
0.21,0.222,144,2.982530069094941,0.04666268411252705
0.21,0.222,168,3.1053525913338995,0.0826397375681415
0.21,0.222,204,3.327785996055228,0.124740152459792
0.21,0.222,240,3.564516129032262,0.17926094138874366
0.21,0.222,300,3.4729855612482536,0.24350375258332732
0.21,0.222,360,4.106015485407982,0.3714529948941009
0.21,0.224,36,2.057,0.01305560029349489
0.21,0.224,48,2.180692857142857,0.013483954042992423
0.21,0.224,60,2.2835619794218522,0.015539966805991389
0.21,0.224,72,2.4183745096689835,0.016797473264502934
0.21,0.224,96,2.593110919307393,0.023720495169975528
0.21,0.224,120,2.8270126495391255,0.033069213280121315
0.21,0.224,144,2.919901049219483,0.046630556387329054
0.21,0.224,168,3.2011894647408665,0.08453714433682652
0.21,0.224,204,3.5261341222879694,0.12334037428541081
0.21,0.224,240,3.5539828834759697,0.1732044128579008
0.21,0.224,300,4.090125756870051,0.26068789035633816
0.21,0.224,360,4.245979749851102,0.36196972377954373
0.21,0.226,36,2.0450100000000004,0.012987438214900776
0.21,0.226,48,2.177457142857143,0.013513450279300582
0.21,0.226,60,2.2933993753062225,0.015659631379471052
0.21,0.226,72,2.3892092767187396,0.016942286420928775
0.21,0.226,96,2.5959116450300344,0.023965267172314092
0.21,0.226,120,2.7678956658168268,0.032594245012074224
0.21,0.226,144,2.932013989593107,0.04558986379281235
0.21,0.226,168,3.0686491079014457,0.08498622964907875
0.21,0.226,204,3.393244575936882,0.12008483559738384
0.21,0.226,240,3.6660631994733386,0.17337163081179585
0.21,0.226,300,4.4664648346530065,0.2802740263011569
0.21,0.226,360,4.400833829660512,0.3855058251015178
0.21,0.228,36,2.0323000000000007,0.012955286916710485
0.21,0.228,48,2.176314285714285,0.013473783081027028
0.21,0.228,60,2.280407888290054,0.01551926320758806
0.21,0.228,72,2.3996421443809783,0.016862649297899112
0.21,0.228,96,2.6316693382184564,0.02317788394366316
0.21,0.228,120,2.781170327515199,0.0331671265911609
0.21,0.228,144,2.9505075492621335,0.046201864200081086
0.21,0.228,168,3.233984706881904,0.08626621094647069
0.21,0.228,204,3.407667652859959,0.12717029974386443
0.21,0.228,240,3.66112574061883,0.1819824732182024
0.21,0.228,300,3.747088961341405,0.2576190409199058
0.21,0.228,360,4.285586658725432,0.4011509639610792
0.21,0.23,36,2.034365,0.011142970800466808
0.21,0.23,48,2.1763357142857136,0.01150329182751909
0.21,0.23,60,2.2937262562597134,0.012969629086407908
0.21,0.23,72,2.3861542815973653,0.014640940159023043
0.21,0.23,84,2.4870772595761177,0.018995416700495236
0.21,0.23,96,2.5756087151943854,0.020608413243695188
0.21,0.23,108,2.6875347029428105,0.027623296804689484
0.21,0.23,120,2.7874439233278956,0.029525727305526255
0.21,0.23,132,2.8527955736750155,0.03703605612412963
0.21,0.23,144,2.9325994875732175,0.040329154906277816
0.21,0.23,168,3.162959684787574,0.057667079869359525
0.21,0.23,204,3.294398092967819,0.08647708515623594
0.21,0.23,240,3.638211803754794,0.11082440210254427
0.21,0.23,252,3.606139053254438,0.19613037914752238
0.21,0.23,300,4.0232558139534875,0.1775109111677355
0.21,0.23,360,3.976529434397846,0.22218847649005824
0.21,0.23,372,4.54180401558286,0.4004318366771759
0.21,0.23,432,4.642793791574284,0.2707239297446113
0.21,0.23,516,4.994769230769233,0.3920971277016065
0.21,0.23,624,5.169491525423732,0.5973134573735775
0.21,0.232,36,2.035740000000001,0.013101009164634383
0.21,0.232,48,2.1520785714285715,0.013426150102638172
0.21,0.232,60,2.274030805977462,0.015569052292737567
0.21,0.232,72,2.377558323584062,0.016857059370617003
0.21,0.232,96,2.5632453189128257,0.023202312613111852
0.21,0.232,120,2.758114336144342,0.032885292803330496
0.21,0.232,144,2.8829992322784266,0.046099397195327615
0.21,0.232,168,3.1845369583687315,0.08749851555260757
0.21,0.232,204,3.211661735700198,0.12387344246006492
0.21,0.232,240,3.403719552337062,0.15159019891953676
0.21,0.232,300,4.041220307405681,0.23462112191809556
0.21,0.232,360,4.087849910661108,0.3673260414038463
0.21,0.234,36,2.0227700000000004,0.0129417076099089
0.21,0.234,48,2.1458214285714283,0.013455460072403003
0.21,0.234,60,2.250482300342969,0.015333340335944063
0.21,0.234,72,2.3664579175555702,0.016858424497701998
0.21,0.234,96,2.5645752232654013,0.02308463192660533
0.21,0.234,120,2.7081903314375366,0.03241890303337483
0.21,0.234,144,2.89937729250192,0.04640182689993437
0.21,0.234,168,3.153950722175021,0.08811158843591956
0.21,0.234,204,3.3535502958579912,0.12192767814080845
0.21,0.234,240,3.476629361421988,0.16571915490886388
0.21,0.234,300,3.6963204471355384,0.2531458059426382
0.21,0.234,360,3.9863013698630145,0.3044965422134824
0.21,0.236,36,1.9944400000000002,0.012901998570889094
0.21,0.236,48,2.142442857142857,0.013360595903366084
0.21,0.236,60,2.270953270455659,0.01545187073086303
0.21,0.236,72,2.359569196889409,0.016604034400294017
0.21,0.236,96,2.537906677705167,0.023114034977814935
0.21,0.236,120,2.7373382035693274,0.03191267390281027
0.21,0.236,144,2.8894310330120274,0.04638946120450169
0.21,0.236,168,3.036703483432453,0.08550481926532359
0.21,0.236,204,3.254068047337279,0.12446232872888324
0.21,0.236,240,3.3044766293614223,0.16688400174103468
0.21,0.236,300,3.592920353982299,0.2449143803118612
0.21,0.236,360,4.173019654556283,0.3714998291186974
0.21,0.238,36,2.0220000000000007,0.012930827928910338
0.21,0.238,48,2.133307142857143,0.013306021013012802
0.21,0.238,60,2.2531770578147965,0.01549146940297971
0.21,0.238,72,2.3294060973092012,0.016752112220905887
0.21,0.238,96,2.516399217910555,0.023421702922530117
0.21,0.238,120,2.713681604236125,0.0327814708021168
0.21,0.238,144,2.8926042821803284,0.04656306222542096
0.21,0.238,168,2.9784197111299853,0.08454178844944914
0.21,0.238,204,3.163214990138068,0.12370098991934973
0.21,0.238,240,3.472514812376563,0.17582450469486785
0.21,0.238,300,3.885887284583139,0.27514346317844884
0.21,0.238,360,4.123883263847527,0.35965260919995273
0.21,0.24,36,1.9923750000000007,0.011051597234461247
0.21,0.24,48,2.127253571428571,0.01134765680945892
0.21,0.24,60,2.2380229019167674,0.012746095465776404
0.21,0.24,72,2.3350478592013175,0.01436303279105798
0.21,0.24,84,2.418165206196272,0.018711503455022874
0.21,0.24,96,2.503539015431833,0.020110599800131065
0.21,0.24,108,2.610196716110097,0.027514820149566396
0.21,0.24,120,2.707388101549755,0.028914567500595324
0.21,0.24,132,2.757668413900212,0.036498755930988176
0.21,0.24,144,2.8209870685564926,0.038705623538496485
0.21,0.24,168,3.011977501142073,0.05802577808810661
0.21,0.24,204,3.2348950215457957,0.08622769418760998
0.21,0.24,240,3.477267226774535,0.10928914660771777
0.21,0.24,252,3.574889053254438,0.1917463725374697
0.21,0.24,300,3.6334557323541414,0.16820309399128663
0.21,0.24,360,4.018083878414776,0.2117431877671151
0.21,0.24,372,4.0931974827689555,0.37724210942050435
0.21,0.24,432,3.9740576496674045,0.25687900148252923
0.21,0.24,516,4.191076923076921,0.3983443819210869
0.21,0.24,624,5.906457841664879,0.6452856007532325
0.21,0.242,36,1.9870300000000007,0.012994694975172309
0.21,0.242,48,2.107964285714286,0.01319911422862017
0.21,0.242,60,2.2267117834394905,0.015298725829295501
0.21,0.242,72,2.3460119743995596,0.01691639874915646
0.21,0.242,96,2.4906642475912006,0.02284575147451794
0.21,0.242,120,2.6444523435967837,0.03260958754375713
0.21,0.242,144,2.8338650516079493,0.04537843115725055
0.21,0.242,168,2.8305012744265063,0.08579412424810257
0.21,0.242,204,3.2784763313609497,0.12384383847041494
0.21,0.242,240,3.2947662936142192,0.1592103764863814
0.21,0.242,300,3.6916627852817885,0.2509942262081687
0.21,0.242,360,3.6462179868969624,0.3374813286764787
0.21,0.244,36,1.9750800000000006,0.012847121089940293
0.21,0.244,48,2.1110357142857143,0.013319453536404237
0.21,0.244,60,2.2118523395394414,0.015538111501912939
0.21,0.244,72,2.3067923749225803,0.016831765569122473
0.21,0.244,96,2.4826055556534152,0.022803357161497062
0.21,0.244,120,2.649183663463424,0.03208821407751234
0.21,0.244,144,2.7828371577241304,0.044085515870844076
0.21,0.244,168,2.957094307561595,0.08096092276594816
0.21,0.244,204,3.1510108481262327,0.1269586755271129
0.21,0.244,240,3.473008558262016,0.17336103555434007
0.21,0.244,300,3.656031672100605,0.2513193377400365
0.21,0.244,360,3.9782608695652173,0.3420483648521002
0.21,0.246,36,1.9832100000000001,0.012939276705339522
0.21,0.246,48,2.107421428571428,0.013291017175995463
0.21,0.246,60,2.19812591866732,0.015404896951718166
0.21,0.246,72,2.284206179891267,0.01656164906875407
0.21,0.246,96,2.4486269398108194,0.022435245504454415
0.21,0.246,120,2.6583766424789173,0.0325488355441644
0.21,0.246,144,2.7525206858312705,0.04448923018284326
0.21,0.246,168,2.864316057774002,0.08755907079111777
0.21,0.246,204,3.156311637080868,0.12468861965990616
0.21,0.246,240,3.451119157340357,0.15427996511093967
0.21,0.246,300,3.7342803912435936,0.25278715131774604
0.21,0.246,360,3.9589041095890427,0.333198855933621
0.21,0.248,36,1.9619100000000005,0.012864526064367708
0.21,0.248,48,2.1000928571428563,0.013350483115927892
0.21,0.248,60,2.1902713130818228,0.015298865017437102
0.21,0.248,72,2.282134746404239,0.016282612793543105
0.21,0.248,96,2.445456306917264,0.02274839989490096
0.21,0.248,120,2.602924593057462,0.031337986816022755
0.21,0.248,144,2.7514117546703063,0.04360679916486602
0.21,0.248,168,3.0323704333050148,0.08444799168472403
0.21,0.248,204,3.1704881656804744,0.11481284674718069
0.21,0.248,240,3.4384463462804464,0.1658489943556705
0.21,0.248,300,3.549138332557057,0.23022299499188265
0.21,0.248,360,3.893686718284694,0.3246384792824099
0.21,0.25,36,1.9570900000000004,0.010955343191575696
0.21,0.25,48,2.086475,0.011371530504947689
0.21,0.25,60,2.18946965118287,0.012723889021988477
0.21,0.25,72,2.2801461506792915,0.014337770545394098
0.21,0.25,84,2.3640655065963427,0.01842573952375464
0.21,0.25,96,2.4544922114419845,0.02015347281077296
0.21,0.25,108,2.5043229951614188,0.02705711153487399
0.21,0.25,120,2.614517485725938,0.028516859814911765
0.21,0.25,132,2.6895991069695193,0.036304056597638155
0.21,0.25,144,2.753474408854458,0.03809627141460256
0.21,0.25,168,2.960455687528551,0.05631852895285378
0.21,0.25,204,3.09571834601632,0.08600759876370785
0.21,0.25,240,3.2424713895515698,0.10328856342134346
0.21,0.25,252,3.435835798816568,0.19447154655515006
0.21,0.25,300,3.476540187678497,0.16483630834265575
0.21,0.25,360,3.8565473900218046,0.22209729564292788
0.21,0.25,372,3.396463889721308,0.2814448599787602
0.21,0.25,432,3.7160753880266086,0.22693963862294292
0.21,0.25,516,4.387230769230771,0.353314221642197
0.21,0.25,624,4.392619609525853,0.5790247799622071
0.21,0.252,36,1.9541300000000004,0.012873148828302152
0.21,0.252,48,2.063671428571429,0.013218643659094025
0.21,0.252,60,2.187890433610975,0.015377175448987096
0.21,0.252,72,2.278452962631615,0.016575505046767986
0.21,0.252,96,2.421676560215604,0.023050179616528697
0.21,0.252,120,2.575051480682487,0.03190732675317107
0.21,0.252,144,2.7485285336517933,0.04431831346188829
0.21,0.252,168,2.9021240441801206,0.08824308277014317
0.21,0.252,204,3.0595414201183435,0.12186532019153329
0.21,0.252,240,3.560566161948651,0.17454306033124548
0.21,0.252,300,3.4098742431299494,0.2499242151203143
0.21,0.252,360,3.5810005955926147,0.30159472029533235
0.21,0.254,36,1.9341200000000007,0.012726273852927036
0.21,0.254,48,2.073142857142857,0.013212280502171091
0.21,0.254,60,2.167281663400294,0.01530105514759827
0.21,0.254,72,2.2688183882733464,0.01645648237017459
0.21,0.254,96,2.431893043983724,0.022888785460301573
0.21,0.254,120,2.5199181212002353,0.03173144355055997
0.21,0.254,144,2.7132474622536895,0.04467836921103306
0.21,0.254,168,3.0147833474936316,0.0835319010458495
0.21,0.254,204,2.7714497041420136,0.108278915337028
0.21,0.254,240,3.228439763001976,0.16403471076908832
0.21,0.254,300,3.328132277596646,0.22698940105633678
0.21,0.254,360,3.405598570577725,0.3197552787101847
0.21,0.256,36,1.9428900000000004,0.012839014156613576
0.21,0.256,48,2.067707142857143,0.013264300542136334
0.21,0.256,60,2.144238424791769,0.01519902762175545
0.21,0.256,72,2.2429220287660865,0.016420478164651982
0.21,0.256,96,2.4194395025629287,0.022509009983792207
0.21,0.256,120,2.5756398313394784,0.03218910496168807
0.21,0.256,144,2.7606585345048194,0.04519220379197988
0.21,0.256,168,2.6354290569243854,0.08108501296890129
0.21,0.256,204,2.8175542406311647,0.11456858855404231
0.21,0.256,240,2.8624094799209994,0.16775227461971995
0.21,0.256,300,3.5803446669771763,0.24354136247527067
0.21,0.256,360,4.106611078022631,0.34379126624741757
0.21,0.258,36,1.9367800000000004,0.012816824295296993
0.21,0.258,48,2.054378571428571,0.01319107230159637
0.21,0.258,60,2.167733341499265,0.01520748491214144
0.21,0.258,72,2.2075631408712413,0.016257174939468783
0.21,0.258,96,2.38597171090874,0.022694784738702605
0.21,0.258,120,2.5009192979015493,0.031220435802564714
0.21,0.258,144,2.625966049645995,0.04272228545233596
0.21,0.258,168,2.8686491079014442,0.08303254568113998
0.21,0.258,204,2.9474852071005904,0.12286347729499078
0.21,0.258,240,2.854180381830152,0.14524865830586947
0.21,0.258,300,2.7128551467163478,0.22598810331505356
0.21,0.258,360,3.6840381179273374,0.3317234177491954
0.21,0.26,36,1.9244600000000003,0.010940137919711154
0.21,0.26,48,2.0504857142857142,0.011178198399717579
0.21,0.26,60,2.1450796494560525,0.012576017707918236
0.21,0.26,72,2.2227331206257714,0.014190402629442465
0.21,0.26,84,2.3145894763071553,0.018505479396572214
0.21,0.26,96,2.3962062844197067,0.020114824040766376
0.21,0.26,108,2.4590901879907974,0.026336092459599385
0.21,0.26,120,2.534340589314845,0.028514992710231637
0.21,0.26,132,2.60857115123277,0.03559855231144108
0.21,0.26,144,2.6683201200838513,0.03804100651589095
0.21,0.26,168,2.84893216080402,0.05488584130571577
0.21,0.26,204,3.0016732373704955,0.08129401152767006
0.21,0.26,240,3.131037582546762,0.0944887915213015
0.21,0.26,252,3.515902366863905,0.17683430207661033
0.21,0.26,300,3.365524275805794,0.16355551507077232
0.21,0.26,360,3.557650378350646,0.20813055654248097
0.21,0.26,372,4.283188492658076,0.43010230047597203
0.21,0.26,432,3.5987804878048784,0.22578653165989276
0.21,0.26,516,2.9824615384615383,0.3261853659396764
0.21,0.26,624,2.8611885861403143,0.399944838581561
0.21,0.262,36,1.9276300000000006,0.012744436833649122
0.21,0.262,48,2.01575,0.013114628119397322
0.21,0.262,60,2.1045060632043118,0.015075063695223526
0.21,0.262,72,2.2168811506434523,0.016216656910733377
0.21,0.262,96,2.3735710133695025,0.022304914477383794
0.21,0.262,120,2.5145861933712492,0.031150329485283314
0.21,0.262,144,2.7054678836475303,0.04389255664246486
0.21,0.262,168,2.7934579439252327,0.07783329742721495
0.21,0.262,204,3.070512820512823,0.12618056661515564
0.21,0.262,240,3.1003949967083617,0.15776705258817803
0.21,0.262,300,3.359571495109453,0.22749255437773636
0.21,0.262,360,3.856164383561644,0.3594690462247288
0.21,0.264,36,1.90819,0.012638889935138729
0.21,0.264,48,2.02615,0.01308856870850999
0.21,0.264,60,2.102752939735424,0.015113948277076917
0.21,0.264,72,2.215683710687496,0.016290818100410276
0.21,0.264,96,2.37584330027655,0.02265471475581971
0.21,0.264,120,2.5210090213767407,0.03156710215682389
0.21,0.264,144,2.6660922971935515,0.0442678650093091
0.21,0.264,168,2.6355989804587954,0.08259907214542363
0.21,0.264,204,2.629930966469428,0.10860145291537919
0.21,0.264,240,3.0849242922975635,0.1616943969534613
0.21,0.264,300,3.069864927806241,0.2316307944197287
0.21,0.264,360,3.2456819535437744,0.3113420950931734
0.21,0.266,36,1.9116800000000003,0.012802247061624012
0.21,0.266,48,2.022442857142856,0.01308877225931559
0.21,0.266,60,2.100111771190593,0.015049650675225509
0.21,0.266,72,2.188782602711445,0.01632434053402385
0.21,0.266,96,2.325897024889469,0.02230220698886665
0.21,0.266,120,2.4501863110413806,0.03120461889952229
0.21,0.266,144,2.5418408257272023,0.04302075935863582
0.21,0.266,168,2.7043330501274445,0.07958045497176487
0.21,0.266,204,2.5887573964497053,0.11122291648399117
0.21,0.266,240,3.4716919025674784,0.1707272896502821
0.21,0.266,300,3.087331159757803,0.2290200003370174
0.21,0.266,360,3.798987492555094,0.3409828115655654
0.21,0.268,36,1.8938500000000007,0.01260620463319507
0.21,0.268,48,2.0002928571428567,0.013046988099408878
0.21,0.268,60,2.097309835864772,0.015146355276903644
0.21,0.268,72,2.2042323308788108,0.016341767693023833
0.21,0.268,96,2.3205686001655788,0.02246308366934655
0.21,0.268,120,2.458864483232006,0.031169007758774202
0.21,0.268,144,2.6109016463362615,0.04310116721108717
0.21,0.268,168,2.8931180968564134,0.08341548198896083
0.21,0.268,204,2.708210059171597,0.10919575686861173
0.21,0.268,240,3.0093811718235677,0.15615937107701125
0.21,0.268,300,3.132976245924547,0.24463892055345998
0.21,0.268,360,3.2635497319833227,0.29100302052461346
0.21,0.27,36,1.8745600000000007,0.010770459403821625
0.21,0.27,48,1.9846857142857142,0.011056605440469625
0.21,0.27,60,2.087930085477465,0.012398997132037863
0.21,0.27,72,2.1729698435570195,0.013966537031553037
0.21,0.27,84,2.2083142987665596,0.018253797965546603
0.21,0.27,96,2.2854321503321104,0.019684725251128344
0.21,0.27,108,2.4257753628936314,0.026645269200273644
0.21,0.27,120,2.4232004486133767,0.02785390958775065
0.21,0.27,132,2.4937633469229277,0.03418250491451833
0.21,0.27,144,2.530258197534484,0.0366784040990844
0.21,0.27,168,2.6418455915943344,0.05279729527758087
0.21,0.27,204,2.8548867699642444,0.07931156878571673
0.21,0.27,240,2.9836462331016866,0.09631769214701573
0.21,0.27,252,2.8698224852071004,0.16507980248777845
0.21,0.27,300,3.269889840881274,0.15646151972317526
0.21,0.27,360,3.3391689111196614,0.20815481200197547
0.21,0.27,372,3.3958645489961055,0.3571439721011413
0.21,0.27,432,3.416186252771618,0.24109636207175145
0.21,0.27,516,3.5044615384615394,0.2909149575420046
0.21,0.27,624,3.5762711864406778,0.5183833517560122
0.21,0.272,36,1.8890100000000005,0.012771971572580785
0.21,0.272,48,1.9907071428571428,0.01296067736726941
0.21,0.272,60,2.0720082067613914,0.014990174698101289
0.21,0.272,72,2.169320762507742,0.016238008175652095
0.21,0.272,96,2.2894171319864025,0.02195455644823845
0.21,0.272,120,2.4162090606001176,0.03143035201051585
0.21,0.272,144,2.5297108248741784,0.04205047797195108
0.21,0.272,168,2.590314358538658,0.08189095336410841
0.21,0.272,204,2.814718934911242,0.11332787340924821
0.21,0.272,240,2.9200131665569447,0.15835987780689997
0.21,0.272,300,2.8749417792268273,0.21825580019182445
0.21,0.272,360,3.0932102441929716,0.301476703186298
0.21,0.274,36,1.8592000000000004,0.012599445469946522
0.21,0.274,48,1.9680857142857144,0.012944790530885266
0.21,0.274,60,2.0678818593826556,0.014908240052630663
0.21,0.274,72,2.1373821485100817,0.01596724925353893
0.21,0.274,96,2.2782318437230273,0.022033520628982898
0.21,0.274,120,2.436151696411061,0.0306703948885696
0.21,0.274,144,2.501799880576644,0.04296991971930344
0.21,0.274,168,2.730756159728121,0.08094169457871517
0.21,0.274,204,2.6623520710059174,0.11316896610450253
0.21,0.274,240,3.0712639894667553,0.14584776261774426
0.21,0.274,300,3.2023754075454134,0.24597600743656106
0.21,0.274,360,3.0863609291244782,0.2844034466682746
0.21,0.276,36,1.8578400000000002,0.012583350620437781
0.21,0.276,48,1.9673571428571428,0.012935981551383702
0.21,0.276,60,2.0437744977951984,0.014913277727491505
0.21,0.276,72,2.1242722455440095,0.016090728577682126
0.21,0.276,96,2.2891176833242333,0.021845028455228788
0.21,0.276,120,2.3551921945479504,0.030221981487962055
0.21,0.276,144,2.4734112428559256,0.04342646021359685
0.21,0.276,168,2.525233644859817,0.08364873047014977
0.21,0.276,204,2.7215236686390547,0.10616763295810233
0.21,0.276,240,2.8785385121790665,0.15869446015610175
0.21,0.276,300,3.0381928272007457,0.22210200382276601
0.21,0.276,360,3.610482430017868,0.3263151192114046
0.21,0.278,36,1.8655800000000002,0.012680043409221844
0.21,0.278,48,1.9635285714285713,0.012888100194128489
0.21,0.278,60,2.053497060264576,0.014936135863476774
0.21,0.278,72,2.1177138531415594,0.015980136271550618
0.21,0.278,96,2.224427964982121,0.021722316119179436
0.21,0.278,120,2.33430574622475,0.0308150198403371
0.21,0.278,144,2.4700673888936278,0.0424413384778004
0.21,0.278,168,2.5501274426508065,0.07762016243345969
0.21,0.278,204,2.8767258382642993,0.11874885550243991
0.21,0.278,240,2.5460829493087567,0.14356976551250744
0.21,0.278,300,2.7901723334885875,0.20973324305616572
0.21,0.278,360,3.2197736748064325,0.3333809562045693
0.21,0.28,36,1.850175,0.010684433557703151
0.21,0.28,48,1.9470428571428564,0.010967039896065338
0.21,0.28,60,2.0319191417717146,0.012295783602477973
0.21,0.28,72,2.1034118979003704,0.013804033343187829
0.21,0.28,84,2.1918961197170423,0.017750493991154966
0.21,0.28,96,2.230406022001372,0.019278775149891177
0.21,0.28,108,2.308499246450384,0.02572519421510161
0.21,0.28,120,2.3613631729200653,0.027077340119065273
0.21,0.28,132,2.424966026014367,0.033743232327041454
0.21,0.28,144,2.4323363728120495,0.03608857990845938
0.21,0.28,168,2.62210198720877,0.0520938548760805
0.21,0.28,204,2.6919180342899045,0.07791064800882731
0.21,0.28,240,2.8060712927428,0.09475437297001406
0.21,0.28,252,2.961353550295858,0.17767939398925614
0.21,0.28,300,2.856425948592412,0.15618627826295747
0.21,0.28,360,2.967872258560986,0.18135596567837634
0.21,0.28,372,2.785735690740186,0.2964084078001421
0.21,0.28,432,3.0743902439024384,0.20518852862248055
0.21,0.28,516,2.9253846153846177,0.285192541499762
0.21,0.28,624,3.199098905814203,0.46537327032209397
0.21,0.282,36,1.8263900000000004,0.012433880960860328
0.21,0.282,48,1.9332999999999996,0.012791461739602298
0.21,0.282,60,2.0327581455169033,0.014929727932271819
0.21,0.282,72,2.0975294198609875,0.016118350584627034
0.21,0.282,96,2.203070229518592,0.021587819678986753
0.21,0.282,120,2.3037850558933126,0.03023336329082919
0.21,0.282,144,2.4396656146037703,0.042392170846905046
0.21,0.282,168,2.4626168224299065,0.0758394765147303
0.21,0.282,204,2.8491124260355027,0.10896672166696081
0.21,0.282,240,2.6520737327188937,0.13899665801884195
0.21,0.282,300,2.909175593851886,0.22764172556604625
0.21,0.282,360,2.7477665276950556,0.2592215649304319
0.21,0.284,36,1.83532,0.012598503057352755
